"","...1","kingdom","class","family","scientificName","establishmentMeans","organismQuantity","basisOfRecord","Fuente del dato","institutionCode","recordedBy","year","month","day","Nombre de la Localidad","locationRemarks","locality","municipality","county","stateProvince","verbatimLatitude","verbatimLongitude","verbatimElevation","eventRemarks","occurrenceStatus","Estudio","organismQuanityType","eventDate","minimumElevationInMeters","maximumElevationInMeters"
"759",759,"Animalia","Aves","Haematopodidae","Haematopus ater","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",23,"Río Maipo","Desembocadura río Maipo","San Antonio","San Antonio","San Antonio","Valparaíso","33°37'17""S","71°37'47""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-23,"0","0"
"760",760,"Animalia","Aves","Haematopodidae","Haematopus ater","","3","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Muñoz-Pedreros, Norambuena, Zamorano",2012,"10",11,"Playa Pelche","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°58'35"" S","73°40'24"" O","27","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-11,"27","27"
"761",761,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","19","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",17,"Desembocadura del río Lluta","Desembocadura del río Lluta","Arica","Arica","Arica","Arica y Parinacota","18°24'52""S","70°19'26""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-17,"0","0"
"762",762,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Punta Teatinos","Punta Teatinos.","La Serena","La Serena","Elqui","Coquimbo","29°49'23""S","71°17'21""W","5","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"5","5"
"763",763,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","5","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Río Elqui","Desembocadura, Río Elqui","La Serena","La Serena","Elqui","Coquimbo","29°53'36""S","71°16'22""W","3","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"3","3"
"764",764,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","15","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Estero El Culebrón o Humedales de Playa Changa","Humedales de Playa Changa","Coquimbo","Coquimbo","Elqui","Coquimbo","29°57'38""S","71°19'17""W","87","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"87","87"
"765",765,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",24,"Río Limarí.","Desembocadura Río Limarí.","Ovalle","Ovalle","Limarí","Coquimbo","30°43'51""S","71°42'01""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-24,"0","0"
"766",766,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","6","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",22,"Laguna Conchalí, Punta Chungo.","Laguna Conchalí, Punta Chungo.","Los Vilos","Los Vilos","Choapa","Coquimbo","31°52'41""S","71°29'48""W","4","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-22,"4","4"
"767",767,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","3","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"Tunquén","Tunquén","Casablaca","Casablanca","Valparaíso","Valparaíso","33°16'25""S","71°40'19""W","53","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"53","53"
"768",768,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","100","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",25,"Río La Ligua","Desembocadura, río La Ligua, salinas de Puyalli","Papudo","Papudo","Petorca","Valparaíso","33°24'36""S","71°24'39""W","6","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-25,"6","6"
"769",769,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","6","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",22,"Río Choapa.","Desembocadura Río Choapa.","Canela","Canela","Choapa","Coquimbo","33°37'14""S","71°33'33""W","7","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-22,"7","7"
"770",770,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","160","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",23,"Río Maipo","Desembocadura río Maipo","San Antonio","San Antonio","San Antonio","Valparaíso","33°37'17""S","71°37'47""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-23,"0","0"
"771",771,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","26","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Cuevas, Zamorano, Rudolph",2012,"10",18,"Mehuín","Mehuín","San José de la Mariquina","San José de la Mariquina","Valdivia","Región de Los Ríos","39°26'21""S","73°11'57""O","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-18,"0","0"
"772",772,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Cuevas, Zamorano, Rudolph",2012,"10",18,"Playa chica, Mehuín","Mehuín","San José de la Mariquina","San José de la Mariquina","Valdivia","Región de Los Ríos","39°25'28""S","73°13'02""O","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-18,"0","0"
"773",773,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Muñoz-Pedreros, Norambuena, Zamorano",2012,"10",11,"Playa Galera","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°59'21"" S","73°40'48"" O","23","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-11,"23","23"
"774",774,"Animalia","Aves","Haematopodidae","Haematopus palliatus","","3","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Muñoz-Pedreros, Norambuena, Zamorano",2013,"1",27,"Playa Colún","Corral","Corral","Corral","Valdivia","Región de Los Ríos","40°00'48"" S","73°41'10"" O","30","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-27,"30","30"
"775",775,"Animalia","Aves","Hirundinidae","Tachycineta meyeni","","3","acústico y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",20,"La Junta","La Junta","La Junta","Cisnes","Aysén","Región de Aysén","44°00'33""S","72°25'31""O","72","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-20,"72","72"
"776",776,"Animalia","Aves","Hirundinidae","Tachycineta meyeni","","3","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",16,"Futaleufú","Futaleufú","Futaleufú","Futaleufú","Palena","Región de Los Lagos","47°11'15""S","71°51'36""O","357","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-16,"357","357"
"777",777,"Animalia","Aves","Hirundinidae","Hirundo rustica","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Río Lluta","Puente Santa Lucía","Arica","Arica","Arica","Arica y Parinacota","18°24'32""S","70°14'27""W","152","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"152","152"
"778",778,"Animalia","Aves","Hirundinidae","Petrochelidon pyrrhonota","","10","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Las Gaviotas","Valle del Lluta (Cooperativa)","Arica","Arica","Arica","Arica y Parinacota","18°24'23""S","70°08'42""W","348","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"348","348"
"779",779,"Animalia","Aves","Hirundinidae","Pygochelidon cyanoleuca","","20","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",16,"Molinos","Molinos, Valle del Lluta","Arica","Arica","Arica","Arica y Parinacota","18°24'05""S","69°58'42""W","931","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-16,"931","931"
"780",780,"Animalia","Aves","Hirundinidae","Pygochelidon cyanoleuca","","5","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Las Gaviotas","Valle del Lluta (Cooperativa)","Arica","Arica","Arica","Arica y Parinacota","18°24'23""S","70°08'42""W","349","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"349","349"
"781",781,"Animalia","Aves","Hirundinidae","Pygochelidon cyanoleuca","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Río Lluta","Puente Santa Lucía","Arica","Arica","Arica","Arica y Parinacota","18°24'32""S","70°14'27""W","152","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"152","152"
"782",782,"Animalia","Aves","Hirundinidae","Pygochelidon cyanoleuca","","11","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Valle del Lluta","a 700 mts del Agua potable (Luidero)","Arica","Arica","Arica","Arica y Parinacota","18°25'23""S","70°02'43""W","614","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"614","614"
"783",783,"Animalia","Aves","Hirundinidae","Pygochelidon cyanoleuca","","6","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",15,"Ansipar","río San José en el inicio del Valle de Azapa","Arica","Arica","Arica","Arica y Parinacota","","","1177","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-15,"1177","1177"
"784",784,"Animalia","Aves","Hirundinidae","Pygochelidon cyanoleuca","","8","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros, Nuñez",2013,"1",17,"Valle Chaca Caleta Vitor","Valle Chaca Caleta Vitor","Arica","Arica","Arica","Arica y Parinacota","18°45'21""S","70°19'41""W","8","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-17,"8","8"
"785",785,"Animalia","Aves","Hirundinidae","Pygochelidon cyanoleuca","","10","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Río Elqui","Desembocadura, Río Elqui","La Serena","La Serena","Elqui","Coquimbo","29°53'36""S","71°16'22""W","3","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"3","3"
"786",786,"Animalia","Aves","Hirundinidae","Pygochelidon cyanoleuca","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",25,"Río La Ligua","Desembocadura, río La Ligua, salinas de Puyalli","Papudo","Papudo","Petorca","Valparaíso","33°24'36""S","71°24'39""W","6","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-25,"6","6"
"787",787,"Animalia","Aves","Hirundinidae","Pygochelidon cyanoleuca","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",23,"Río Maipo","Desembocadura río Maipo","San Antonio","San Antonio","San Antonio","Valparaíso","33°37'17""S","71°37'47""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-23,"0","0"
"788",788,"Animalia","Aves","Hirundinidae","Pygochelidon cyanoleuca","","13","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"El Monte, Río Mapocho.","El Monte, Río Mapocho.","El Monte","El Monte","Talagante","Metropolitana","33°41'00""S","71°00'00""W","289","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"289","289"
